Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording,Source Year
1015178006,07/01/2013,"$175,000","646 S LUCAS ST, IOWA CITY",2 Story Frame,1870,1586,"7,950","$266,610",5122-922,2013
1011253004,06/24/2013,"$176,000","1111 CHURCH ST, IOWA CITY",1 Story Frame,1920,1200,"11,250","$297,160",5116-480,2013
1014278006,07/23/2013,"$176,000","736 GRANT ST, IOWA CITY",1 Story Frame,1920,1266,"6,250","$268,020",5137-490,2013
1018427002,08/21/2013,"$176,000","1242 DUCK CREEK DR, IOWA CITY",2 Story Frame,1987,1764,"13,200","$380,320",5155-883,2013
1023378003,07/30/2013,"$176,000","1444 DICKENSON LN, IOWA CITY",Split Foyer Frame,2001,1208,"6,600","$277,170",5143-369,2013
1023436005,09/27/2013,"$176,500","79 STANWYCK DR, IOWA CITY",1 Story Frame,1998,1293,"8,000","$264,170",5165-845,2013
1012458004,05/22/2013,"$177,000","3022 STANFORD AVE, IOWA CITY",Split Foyer Frame,1967,1598,"8,520","$317,110",5097-827,2013
1014129007,10/25/2013,"$177,250","1807 E COURT ST, IOWA CITY",1 Story Frame,1949,1463,"6,292","$259,520",5177-695,2013
1018407012,01/22/2013,"$178,000","2808 IRVING AVE, IOWA CITY",2 Story Frame,1999,1630,"2,808","$303,750",5043-484,2013
1003404002,01/20/2013,"$178,500","539 KIMBALL RD, IOWA CITY",1 Story Frame,1956,1288,"12,220","$257,300",5048-12,2013
1013154005,05/01/2013,"$178,500","802 WILLOW ST, IOWA CITY",2 Story Frame,1963,1666,"9,200","$320,200",5087-584,2013
1011352004,10/28/2013,"$179,000","1639 MORNINGSIDE DR, IOWA CITY",2 Story Brick,1934,1322,"5,550","$288,080",5177-385,2013
1014408001,09/10/2013,"$179,000","2221 H ST, IOWA CITY",1 Story Frame,1925,1037,"5,500","$281,230",5157-611,2013
1003402001,07/05/2013,"$180,000","717 WHITING AVE, IOWA CITY",1 Story Frame,1955,960,"16,553","$275,370",5124-595,2013
1010288008,08/29/2013,"$180,000","205 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1915,1256,"2,000","$247,260",5161-194,2013
1013251004,06/11/2013,"$180,000","2517 FRIENDSHIP ST, IOWA CITY",1 Story Frame,1960,1229,"8,760","$266,280",5109-491,2013
1022185010,04/30/2013,"$180,000","730 PEPPER DR, IOWA CITY",Split Level Frame,1994,1572,"10,368","$293,430",5087-982,2013
1014282021,10/09/2013,"$181,000","817 DEARBORN ST, IOWA CITY",1 Story Frame,1918,1072,"6,250","$216,110",5170-807,2013
1017154015,08/12/2013,"$181,500","772 KESWICK DR, IOWA CITY",1 Story Frame,1969,1248,"7,150","$262,840",5146-258,2013
1013160003,05/31/2013,"$182,000","820 WILLOW ST, IOWA CITY",Split Foyer Frame,1964,1244,"10,000","$301,460",5100-744,2013
1018405007,05/30/2013,"$182,000","1220 EMILY CT, IOWA CITY",Split Foyer Frame,1998,1041,"6,360","$277,650",5099-328,2013
1023396002,10/18/2013,"$182,000","3015 RUSSELL DR, IOWA CITY",Split Foyer Frame,2002,1245,"6,250","$273,120",5173-972,2013
1011313008,06/12/2013,"$182,500","1614 MORNINGSIDE DR, IOWA CITY",1 Story Frame,1931,1312,"10,153","$307,190",5116-543,2013
1014101013,06/27/2013,"$182,500","438 2ND AVE, IOWA CITY",1 Story Frame,1954,1128,"12,000","$284,050",5119-713,2013
1014154009,06/14/2013,"$182,500","1855 MUSCATINE AVE, IOWA CITY",1 Story Frame,1936,1405,"8,250","$255,530",5113-757,2013
1016153004,05/01/2013,"$182,500","720 GREENWOOD DR, IOWA CITY",1 Story Frame,1960,1424,"9,790","$295,090",5085-305,2013
1023383010,10/28/2013,"$183,000","1516 HEMINGWAY LN, IOWA CITY",Split Foyer Frame,1999,1208,"6,600","$269,060",5176-703,2013
1022189008,06/18/2013,"$184,500","2227 HAZEL CT, IOWA CITY",2 Story Frame,1987,1920,"8,791","$276,570",5119-2,2013
1010405013,07/09/2013,"$185,000","706 E JEFFERSON ST, IOWA CITY",2 Story Frame,1921,1188,"2,800","$249,830",5127-319,2013
1011263008,04/03/2013,"$185,000","1007 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1920,2582,"10,200","$431,390",5077-430,2013
1013453005,11/06/2013,"$185,000","18 DUNUGGAN CT, IOWA CITY",1 Story Frame,1979,1008,"17,941","$256,490",5180-485,2013
1014207004,08/18/2013,"$185,000","507 GRANT ST, IOWA CITY",1 1/2 Story Frame,1912,1232,"6,250","$274,650",5159-892,2013
1015427003,06/14/2013,"$185,000","619 KIRKWOOD AVE, IOWA CITY",1 1/2 Story Frame,1952,1347,"6,750","$256,700",5130-407,2013
1016328010,03/26/2013,"$185,000","1105 WEEBER CIR, IOWA CITY",1 Story Frame,1976,924,"9,280","$269,760",5071-247,2013
1023435012,06/12/2013,"$185,000","179 STANWYCK DR, IOWA CITY",Split Level Frame,1995,1240,"8,704","$265,570",5121-684,2013
1016330013,04/26/2013,"$185,500","1010 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1370,"12,283","$363,110",5086-711,2013
1023393001,06/04/2013,"$185,500","1531 LANGENBERG AVE, IOWA CITY",Split Level Frame,2002,1706,"10,220","$275,210",5102-134,2013
1012304002,11/22/2013,"$186,000","130 N MOUNT VERNON DR, IOWA CITY",1 Story Frame,1972,1288,"11,238","$341,030",5183-506,2013
1013107024,06/27/2013,"$186,000","3109 RAVEN ST, IOWA CITY",1 Story Frame,1966,1092,"9,576","$302,790",5126-645,2013
1023305001,04/12/2013,"$186,000","1622 TOFTING AVE, IOWA CITY",1 Story Frame,2003,1224,"8,163","$307,620",5081-176,2013
1010132004,06/26/2013,"$186,500","323 BROWN ST, IOWA CITY",1 Story Frame,1915,942,"6,000","$257,350",5125-172,2013
1014209012,06/17/2013,"$186,500","602 RUNDELL ST, IOWA CITY",1 Story Frame,1920,1186,"6,250","$287,930",5121-850,2013
1014338001,08/12/2013,"$187,000","1106 YEWELL ST, IOWA CITY",2 Story Frame,1950,1464,"7,293","$296,030",5147-559,2013
1018406006,07/23/2013,"$187,000","1336 SHANNON DR, IOWA CITY",Split Foyer Frame,1999,1136,"5,640","$277,990",5145-983,2013
1022160005,07/03/2013,"$187,000","652 SANDUSKY DR, IOWA CITY",1 Story Frame,1992,1500,"8,040","$294,300",5128-72,2013
1014336008,06/25/2013,"$187,250","1212 GINTER AVE, IOWA CITY",2 Story Frame,1941,1248,"7,800","$291,380",5136-340,2013
1013129004,01/03/2013,"$187,500","411 KENWOOD DR, IOWA CITY",1 Story Frame,1963,1726,"10,400","$298,100",5039-518,2013
1017333004,01/10/2013,"$187,500","1150 JENSEN ST, IOWA CITY",Split Foyer Frame,1993,1200,"5,760","$280,300",5037-226,2013
1012430004,05/28/2013,"$188,000","132 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1976,1304,"13,875","$309,610",5108-176,2013
1017155035,11/01/2013,"$188,000","5 WESTGATE CIR, IOWA CITY",1 Story Frame,1974,1192,"11,798","$269,000",5177-924,2013
1017339001,03/18/2013,"$188,000","1255 COLL DR, IOWA CITY",Split Foyer Frame,1992,1200,"9,150","$279,280",5071-519,2013
1013453001,06/06/2013,"$188,500","2 DUNUGGAN CT, IOWA CITY",Split Foyer Frame,1977,1008,"11,974","$276,360",5132-252,2013
1011382005,04/08/2013,"$189,000","1218 E COLLEGE ST, IOWA CITY",1 Story Frame,1910,1133,"3,720","$254,110",5077-397,2013
1018407026,04/05/2013,"$189,500","1270 SHANNON DR, IOWA CITY",2 Story Frame,2000,1348,"4,725","$288,890",5076-161,2013
1013177001,11/04/2013,"$189,520","809 BEECH ST, IOWA CITY",1 Story Frame,1972,1120,"13,350","$326,340",5179-676,2013
1010177005,07/22/2013,"$190,000","820 FAIRCHILD ST, IOWA CITY",1 1/2 Story Frame,1900,1040,"6,000","$281,040",5145-453,2013
1012279007,05/01/2013,"$190,000","224 N MOUNT VERNON DR, IOWA CITY",Split Foyer Frame,1973,1196,"10,710","$291,190",5087-526,2013
1012416005,12/20/2013,"$190,000","84 AMHURST ST, IOWA CITY",Split Foyer Frame,1978,1242,"10,792","$280,600",5197-475,2013
1012428001,11/27/2013,"$190,000","205 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1978,1220,"13,600","$272,260",5185-851,2013
1012430003,05/30/2013,"$190,000","142 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1977,1290,"12,400","$318,310",5106-244,2013
1013303001,10/02/2013,"$190,000","2901 MUSCATINE AVE, IOWA CITY",1 Story Frame,1963,1404,"10,950","$301,330",5178-455,2013
1017331003,06/14/2013,"$190,000","2623 IRVING AVE, IOWA CITY",Split Foyer Frame,1994,1200,"6,360","$287,270",5115-864,2013
1017338005,05/24/2013,"$190,000","1246 COLL DR, IOWA CITY",Split Foyer Frame,1992,1200,"6,588","$300,560",5096-816,2013
1022190004,08/13/2013,"$192,000","746 PEPPER DR, IOWA CITY",Split Level Frame,1994,1652,"7,930","$285,740",5149-320,2013
1017379040,07/29/2013,"$192,500","2260 ABBEY LN, IOWA CITY",1 Story Frame,1979,1594,"9,360","$320,650",5151-531,2013
1011228007,03/28/2013,"$193,000","1102 CHURCH ST, IOWA CITY",1 1/2 Story Frame,1939,1229,"6,450","$286,340",5071-841,2013
1012462008,03/21/2013,"$193,500","2929 CORNELL AVE, IOWA CITY",1 Story Frame,1972,1376,"9,240","$306,320",5069-893,2013
1012331003,06/14/2013,"$194,000","2518 PRINCETON RD, IOWA CITY",Split Foyer Frame,1969,1248,"14,415","$297,790",5112-384,2013
1013178002,12/19/2013,"$194,000","3122 JUNIPER DR, IOWA CITY",1 Story Frame,1969,1144,"13,845","$327,220",5192-583,2013
1022191001,08/08/2013,"$194,000","733 PEPPER DR, IOWA CITY",1 Story Frame,1993,1510,"8,197","$346,180",5143-561,2013
1016270004,07/06/2013,"$194,900","1124 HARLOCKE ST, IOWA CITY",Split Foyer Frame,1975,1132,"13,350","$299,600",5124-837,2013
1012459007,07/08/2013,"$195,000","310 DARTMOUTH ST, IOWA CITY",Split Foyer Frame,1969,1312,"9,100","$300,090",5130-167,2013
1023398001,11/25/2013,"$195,000","1677 VESTI LN, IOWA CITY",Split Level Frame,2006,1965,"8,401","$344,490",5185-505,2013
1010137013,03/18/2013,"$195,200","512 CHURCH ST, IOWA CITY",2 Story Frame,1910,1372,"9,000","$296,440",5066-894,2013
1018404021,03/29/2013,"$196,000","2851 IRVING AVE, IOWA CITY",Split Foyer Frame,1999,1208,"10,940","$296,180",5077-417,2013
1018433008,11/20/2013,"$196,000","51 ANDREA CT, IOWA CITY",Split Foyer Frame,2002,1247,"9,920","$320,210",5182-854,2013
1023352001,06/10/2013,"$196,000","1404 DICKENSON LN, IOWA CITY",Split Level Frame,2001,1818,"9,779","$307,560",5134-569,2013
1018404002,06/18/2013,"$196,500","2749 IRVING AVE, IOWA CITY",Split Foyer Frame,2000,1208,"7,080","$305,350",5131-145,2013
1010189006,07/03/2013,"$197,000","711 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1847,1216,"6,000","$281,260",5136-407,2013
1014115001,06/11/2013,"$197,000","2127 FRIENDSHIP ST, IOWA CITY",2 Story Frame,1903,3050,"12,000","$439,620",5130-974,2013
1017153005,05/28/2013,"$198,000","705 KESWICK DR, IOWA CITY",Split Foyer Frame,1971,1236,"7,150","$280,120",5128-747,2013
1017483007,01/11/2013,"$198,000","32 EALING DR, IOWA CITY",Split Foyer Frame,1978,1184,"8,400","$287,340",5045-990,2013
1023376007,07/15/2013,"$198,000","1604 DICKENSON LN, IOWA CITY",2 Story Frame,1995,1773,"6,600","$307,920",5134-935,2013
1022177003,10/14/2013,"$198,200","776 SANDUSKY DR, IOWA CITY",1 Story Brick,1991,1488,"8,512","$327,920",5174-167,2013
1018405001,07/25/2013,"$198,500","1104 EMILY CT, IOWA CITY",Split Foyer Frame,1999,1208,"9,862","$309,660",5145-828,2013
1011311007,07/18/2013,"$199,000","5 N 7TH AVE, IOWA CITY",2 Story Frame,1954,1431,"10,075","$330,320",5136-986,2013
1009257007,08/13/2013,"$199,900","1131 DILL ST, IOWA CITY",1 Story Frame,1915,889,"3,750","$276,170",5145-63,2013
1012428003,07/07/2013,"$199,900","155 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1976,1420,"11,250","$324,160",5125-8,2013
1010283001,10/15/2013,"$200,000","309 FAIRCHILD ST, IOWA CITY",2 Story Frame,1908,1756,"6,000","$316,360",5170-903,2013
1014228001,07/26/2013,"$200,000","425 CLARK ST, IOWA CITY",2 Story Frame,1900,1276,"4,455","$300,700",5136-219,2013
1016139006,08/30/2013,"$200,000","422 MELROSE CT, IOWA CITY",2 Story Frame,1900,1560,"5,940","$343,750",5155-867,2013
1016339001,05/23/2013,"$200,000","1115 SUNSET ST, IOWA CITY",2 Story Frame,1978,2222,"12,735","$413,580",5099-251,2013
1022157001,11/01/2013,"$200,000","711 SANDUSKY DR, IOWA CITY",Split Level Frame,1992,2004,"8,316","$293,510",5178-337,2013
1023356002,06/09/2013,"$200,000","1358 LANGENBERG AVE, IOWA CITY",Split Level Frame,2004,1885,"8,138","$320,010",5107-613,2013
1023396009,11/30/2013,"$200,000","1415 LANGENBERG AVE, IOWA CITY",Split Level Frame,2003,1816,"8,400","$308,500",5186-896,2013
1011154004,12/11/2013,"$201,000","428 N 7TH AVE, IOWA CITY",2 Story Frame,1989,1704,"10,270","$345,790",5191-724,2013
1013287005,06/30/2013,"$202,000","734 PERRY CT, IOWA CITY",1 1/2 Story Frame,1984,1238,"7,623","$324,830",5121-940,2013
1023396010,06/12/2013,"$202,000","1405 LANGENBERG AVE, IOWA CITY",Split Level Frame,2003,1842,"8,195","$305,730",5119-332,2013
1016271002,04/12/2013,"$203,000","1129 W BENTON ST, IOWA CITY",1 Story Frame,1959,1084,"12,300","$281,450",5200-738,2013
1024117003,07/07/2013,"$203,000","3321 WINTERGREEN DR, IOWA CITY",1 Story Frame,2007,1303,"9,662","$337,450",5136-831,2013
1023303003,03/27/2013,"$203,500","2355 NOR ST, IOWA CITY",1 Story Frame,2001,1278,"8,400","$315,750",5072-617,2013
907258014,04/16/2013,"$204,000","3600 LOWER WEST BRANCH RD, IOWA CITY",1 Story Frame,2008,1284,"10,332","$289,290",5084-12,2013
1011326015,05/01/2013,"$204,000","1116 HOTZ AVE, IOWA CITY",1 1/2 Story Frame,1925,1056,"6,914","$286,680",5091-423,2013
1013211007,10/04/2013,"$204,900","2720 BROOKSIDE DR, IOWA CITY",1 Story Frame,1966,1284,"12,000","$302,790",5180-376,2013
1011352011,06/25/2013,"$205,000","1618 WILSON ST, IOWA CITY",1 Story Frame,1925,1357,"5,550","$421,580",5118-205,2013
1022479008,07/08/2013,"$206,000","823 MCCOLLISTER CT, IOWA CITY",1 Story Frame,2007,1306,"8,295","$347,040",5135-666,2013
918228013,07/29/2013,"$206,500","619 SCOTT PARK DR, IOWA CITY",1 Story Frame,1998,1408,"6,916","$327,200",5166-756,2013
1009203002,05/16/2013,"$206,500","927 PARK RD, IOWA CITY",1 Story Frame,1955,1056,"8,050","$363,170",5093-922,2013
1011435013,05/17/2013,"$207,000","1822 GLENDALE RD, IOWA CITY",1 Story Brick,1962,1236,"8,800","$329,000",5108-119,2013
1017483003,06/10/2013,"$207,000","16 EALING DR, IOWA CITY",Split Foyer Frame,1980,1290,"9,000","$306,520",5121-442,2013
1016336001,05/28/2013,"$207,500","1014 SUNSET ST, IOWA CITY",1 Story Frame,1976,1308,"10,150","$315,110",5103-869,2013
1011461002,06/19/2013,"$208,000","307 MORNINGSIDE DR, IOWA CITY",1 1/2 Story Frame,1955,1513,"6,840","$348,210",5118-796,2013
1012302022,07/08/2013,"$208,000","19 GREEN MOUNTAIN DR, IOWA CITY",1 Story Frame,1976,1848,"11,475","$354,700",5123-490,2013
1016260009,07/01/2013,"$208,000","1321 OAKCREST ST, IOWA CITY",1 Story Frame,1961,910,"7,800","$283,840",5134-311,2013
1023308002,08/22/2013,"$208,500","1601 WETHERBY DR, IOWA CITY",1 Story Frame,2004,1560,"8,438","$351,970",5153-86,2013
1013457004,02/27/2013,"$209,000","15 WAKEFIELD CT, IOWA CITY",2 Story Frame,1980,2240,"11,746","$314,640",5057-211,2013
918129002,05/31/2013,"$210,000","701 ARLINGTON DR, IOWA CITY",2 Story Frame,1994,2402,"17,640","$604,550",5119-431,2013
1010187003,11/01/2013,"$210,000","319 N DODGE ST, IOWA CITY",1 Story Frame,1942,1671,"4,320","$305,500",5178-427,2013
1012417003,10/22/2013,"$210,000","101 AMHURST ST, IOWA CITY",2 Story Frame,1978,1944,"17,005","$341,540",5174-474,2013
1016271004,05/22/2013,"$210,000","811 WEEBER ST, IOWA CITY",Split Level Frame,1960,1004,"13,120","$327,220",5096-725,2013
1022477004,03/01/2013,"$210,000","804 OXEN LN, IOWA CITY",1 Story Frame,2012,1380,"9,272","$368,660",5058-605,2013
1011435003,07/09/2013,"$212,000","40 N LOWELL ST, IOWA CITY",1 Story Brick,1957,1334,"10,120","$327,450",5127-617,2013
1012335008,06/14/2013,"$212,000","2315 PRINCETON RD, IOWA CITY",Split Foyer Frame,1972,1594,"12,600","$377,840",5110-849,2013
1014337002,07/30/2013,"$212,000","1101 YEWELL ST, IOWA CITY",1 1/2 Story Frame,1950,1761,"3,660","$341,300",5142-906,2013
1016342003,03/01/2013,"$214,000","1111 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1967,1220,"10,500","$318,390",5059-719,2013
1023204013,06/06/2013,"$214,900","1403 HOLLYWOOD BLVD, IOWA CITY",2 Story Frame,1968,1940,"9,800","$316,920",5110-958,2013
907430003,04/01/2013,"$215,000","72 ASHFORD PL, IOWA CITY",Split Foyer Frame,2002,1249,"8,016","$313,200",5076-259,2013
1011151010,11/19/2013,"$215,000","310 WOODRIDGE AVE, IOWA CITY",Split Level Frame,1972,1200,"11,266","$331,700",5190-939,2013
1011458001,06/21/2013,"$215,000","1724 E COURT ST, IOWA CITY",1 Story Frame,1948,1652,"13,366","$382,280",5118-475,2013
1013276009,06/04/2013,"$215,000","2816 EASTWOOD DR, IOWA CITY",2 Story Frame,1962,2040,"9,384","$340,720",5108-449,2013
1016333008,07/01/2013,"$215,000","1006 SUNSET ST, IOWA CITY",1 Story Frame,1973,1504,"10,220","$358,430",5136-913,2013
1003180002,09/05/2013,"$217,000","1432 BURESH AVE, IOWA CITY",1 Story Frame,1964,1244,"23,850","$354,060",5156-930,2013
1013457026,07/15/2013,"$217,000","10 WAKEFIELD CT, IOWA CITY",1 Story Frame,1991,1494,"8,235","$293,470",5131-798,2013
1012383001,04/11/2013,"$217,500","2626 E COURT ST, IOWA CITY",Split Foyer Frame,1974,2622,"17,372","$392,690",5079-34,2013
1003197009,06/13/2013,"$218,000","708 WHITING AVE, IOWA CITY",1 Story Frame,1938,1910,"10,460","$421,470",5113-74,2013
1013410005,02/14/2013,"$218,000","1330 CHAMBERLAIN DR, IOWA CITY",2 Story Frame,1989,1929,"9,000","$362,890",5056-257,2013
1113407004,07/13/2013,"$218,000","1353 SANTA FE DR, IOWA CITY",Split Level Frame,1992,1786,"10,732","$300,680",5133-90,2013
907468005,08/30/2013,"$219,000","383 ARLINGTON DR, IOWA CITY",1 Story Frame,2010,1500,"12,289","$310,500",5154-7,2013
1011363010,07/12/2013,"$219,000","228 FAIRVIEW AVE, IOWA CITY",1 Story Brick,1947,1810,"10,050","$370,430",5130-378,2013
1013287010,06/25/2013,"$219,900","731 PERRY CT, IOWA CITY",1 Story Frame,1984,1442,"10,650","$355,740",5131-123,2013
1011311002,09/25/2013,"$220,000","39 N 7TH AVE, IOWA CITY",1 Story Frame,1955,1224,"10,500","$297,120",5164-548,2013
1013162002,10/31/2013,"$220,000","3111 ALPINE CT, IOWA CITY",1 Story Frame,1968,2064,"13,778","$368,390",5177-113,2013
1014202015,06/28/2013,"$220,000","1622 MUSCATINE AVE, IOWA CITY",2 Story Frame,1935,2027,"9,801","$342,940",5125-453,2013
1017155043,08/06/2013,"$220,000","8 WESTGATE CIR, IOWA CITY",1 Story Frame,1973,1228,"16,407","$299,850",5144-275,2013
1017481004,10/29/2013,"$220,000","33 DENBIGH DR, IOWA CITY",Split Foyer Frame,1978,1428,"9,000","$328,290",5177-503,2013
1018278013,02/06/2013,"$220,000","713 TIPPERARY RD, IOWA CITY",2 Story Frame,2001,1547,"9,960","$336,340",5060-689,2013
1013178009,09/15/2013,"$220,500","810 JUNIPER DR, IOWA CITY",2 Story Frame,1967,1957,"10,400","$334,560",5162-105,2013
1011326022,06/11/2013,"$221,500","1158 HOTZ AVE, IOWA CITY",1 1/2 Story Frame,1912,1377,"6,000","$399,400",5111-916,2013
1023311005,08/20/2013,"$221,900","1474 WETHERBY DR, IOWA CITY",Split Level Frame,2004,1972,"11,381","$349,660",5152-574,2013
1023303005,07/20/2013,"$222,000","2375 NOR ST, IOWA CITY",1 Story Frame,2001,1379,"10,240","$342,860",5144-901,2013
1015105006,07/01/2013,"$222,500","802 BOWERY ST, IOWA CITY",2 Story Frame,1915,1833,"5,445","$298,820",5123-322,2013
1113401008,06/26/2013,"$223,000","1366 SANTA FE DR, IOWA CITY",1 Story Frame,1990,1478,"10,800","$304,920",5132-328,2013
1018402014,07/25/2013,"$223,500","2718 IRVING AVE, IOWA CITY",2 Story Frame,1999,1793,"9,599","$379,560",5150-112,2013
1009156008,07/03/2013,"$225,000","110 LUSK AVE, IOWA CITY",1 1/2 Story Frame,1909,1596,"22,750","$473,900",5123-92,2013
1010478007,07/25/2013,"$225,000","107 S LUCAS ST, IOWA CITY",2 Story Frame,1924,1644,"4,400","$272,340",5143-154,2013
1014256007,10/25/2013,"$225,000","833 ROOSEVELT ST, IOWA CITY",1 Story Frame,1932,1108,"8,400","$341,910",5176-266,2013
1016332001,07/10/2013,"$225,000","815 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1588,"10,349","$343,970",5126-97,2013
1017433002,12/05/2013,"$225,000","1022 ESTRON ST, IOWA CITY",1 Story Frame,1976,1435,"13,532","$348,810",5188-277,2013
1018305009,02/06/2013,"$225,500","3626 FOXANA DR, IOWA CITY",1 Story Frame,1989,1656,"11,640","$387,430",5050-446,2013
1015188007,07/07/2013,"$226,000","707 WALNUT ST, IOWA CITY",2 Story Frame,1909,1733,"7,200","$380,080",5126-941,2013
907438002,04/30/2013,"$227,000","81 EVERSULL LN, IOWA CITY",1 Story Frame,2005,1232,"7,995","$361,400",5094-957,2013
907366010,02/07/2013,"$228,000","57 LINDEMANN DR, IOWA CITY",Split Level Frame,2003,1984,"10,228","$362,730",5050-700,2013
918182005,06/14/2013,"$230,000","68 SUTHERLAND PL, IOWA CITY",2 Story Frame,1999,1972,"13,260","$437,040",5128-904,2013
1002202008,03/01/2013,"$230,000","1914 BRISTOL DR, IOWA CITY",2 Story Frame,1999,1901,"12,615","$376,480",5060-431,2013
1010276005,09/12/2013,"$230,000","312 FAIRCHILD ST, IOWA CITY",2 Story Frame,1912,1865,"5,969","$382,670",5159-401,2013
1017385007,04/13/2013,"$230,000","2319 ABBEY LN, IOWA CITY",1 Story Frame,1984,1434,"14,400","$351,830",5097-663,2013
1010179001,01/09/2013,"$232,000","630 FAIRCHILD ST, IOWA CITY",2 Story Brick,1875,1680,"6,000","$350,830",5039-824,2013
1017484002,06/20/2013,"$232,500","143 CARDIFF CIR, IOWA CITY",1 Story Frame,1979,1776,"13,320","$362,280",5117-111,2013
1013459001,07/22/2013,"$233,000","5 BRUNSWICK CT, IOWA CITY",1 Story Frame,1997,1364,"12,610","$321,260",5135-63,2013
1010137009,05/02/2013,"$233,500","622 N VAN BUREN ST, IOWA CITY",2 Story Frame,1910,1534,"6,686","$332,750",5087-553,2013
1011310006,08/16/2013,"$233,500","1508 GLENDALE RD, IOWA CITY",1 Story Brick,1956,1668,"9,250","$381,270",5149-183,2013
1009156013,11/04/2013,"$233,900","6 ROWLAND CT, IOWA CITY",1 Story Frame,1940,1836,"8,856","$438,940",5180-212,2013
1011162001,05/21/2013,"$234,000","1807 WINSTON DR, IOWA CITY",1 Story Frame,1984,1488,"10,925","$367,910",5106-452,2013
907435001,06/14/2013,"$235,000","4579 YORK PL, IOWA CITY",Split Level Frame,2005,1232,"9,675","$347,780",5109-575,2013
1004278001,10/02/2013,"$235,000","1760 MACKINAW DR, IOWA CITY",2 Story Frame,2005,1572,"9,196","$334,810",5168-805,2013
1009257008,06/11/2013,"$235,000","30 ROCKY SHORE DR, IOWA CITY",1 Story Frame,1926,1297,"8,000","$348,580",5120-132,2013
